session_id,user_id,amount_paid,payment_method,payment_status
1565,170,159.49,Debit Card,Completed
1566,2,82.35,Net Banking,Completed
1567,155,252.68,Debit Card,Completed
1568,84,58.37,Credit Card,Completed
1569,156,381.05,Net Banking,Completed
1570,100,161.58,Net Banking,Completed
1571,151,454.32,Credit Card,Completed
1572,109,61.2,UPI,Completed
1573,85,224.28,Debit Card,Completed
1574,165,235.35,UPI,Completed
1575,153,495.2,UPI,Completed
1576,31,228.5,Credit Card,Completed
1577,141,359.98,Credit Card,Completed
1578,53,56.21,UPI,Completed
1579,57,292.4,Net Banking,Completed
1580,69,237.21,UPI,Completed
1581,194,161.45,Debit Card,Completed
1582,70,271.86,Credit Card,Completed
1583,173,448.73,UPI,Completed
1584,86,444.17,UPI,Completed
1585,114,351.7,Credit Card,Completed
1586,153,208.7,Net Banking,Completed
1587,137,398.51,Debit Card,Completed
1588,123,398.12,Credit Card,Completed
1589,113,450.87,Net Banking,Completed
1590,123,457.85,Net Banking,Completed
1591,159,187.94,Credit Card,Completed
1592,33,294.32,UPI,Completed
1593,86,309.88,UPI,Failed
1594,196,140.27,Debit Card,Completed
1595,186,476.06,Credit Card,Completed
1596,118,363.75,Net Banking,Completed
1597,85,393.3,UPI,Completed
1598,82,259.04,UPI,Completed
1599,127,439.76,UPI,Completed
1600,146,439.66,Credit Card,Completed
1601,76,80.88,Net Banking,Completed
1602,147,429.59,Credit Card,Completed
1603,122,432.59,Net Banking,Completed
1604,164,421.43,UPI,Completed
1605,59,225.04,Net Banking,Completed
1606,86,312.12,Credit Card,Completed
1607,44,299.6,Credit Card,Completed
1608,192,387.7,Net Banking,Completed
1609,99,492.11,Debit Card,Completed
1610,116,77.38,Debit Card,Completed
1611,98,405.31,Debit Card,Completed
1612,156,238.02,Debit Card,Completed
1613,192,218.83,Net Banking,Completed
1614,52,316.99,Debit Card,Completed
1615,60,142.7,Net Banking,Completed
1616,165,441.22,UPI,Completed
1617,177,73.73,Credit Card,Completed
1618,140,96.51,Debit Card,Completed
1619,73,416.23,Debit Card,Completed
1620,94,360.8,UPI,Completed
1621,162,379.15,Net Banking,Completed
1622,176,221.14,Credit Card,Completed
1623,143,370.89,UPI,Completed
1624,111,188.0,Credit Card,Completed
1625,160,401.9,Debit Card,Completed
1626,64,110.86,UPI,Failed
1627,172,467.31,Credit Card,Completed
1628,22,437.14,UPI,Completed
1629,131,50.46,UPI,Completed
1630,155,224.29,Credit Card,Completed
1631,10,173.62,UPI,Completed
1632,130,399.71,UPI,Completed
1633,185,131.33,UPI,Completed
1634,68,175.11,Debit Card,Completed
1635,82,79.64,Credit Card,Completed
1636,2,167.73,Credit Card,Completed
1637,113,136.76,Net Banking,Failed
1638,31,468.49,Credit Card,Completed
1639,35,413.14,Net Banking,Completed
1640,176,472.68,Net Banking,Completed
1641,177,169.67,Net Banking,Completed
1642,11,144.7,Credit Card,Completed
1643,135,306.41,Credit Card,Completed
1644,6,336.38,Credit Card,Completed
1645,43,470.44,UPI,Completed
1646,199,329.73,Credit Card,Completed
1647,106,161.12,Net Banking,Completed
1648,167,258.26,UPI,Completed
1649,6,221.85,Net Banking,Completed
1650,61,98.36,Debit Card,Completed
1651,159,206.72,Debit Card,Completed
1652,60,304.02,Credit Card,Failed
1653,9,267.45,UPI,Completed
1654,192,121.66,Debit Card,Completed
1655,120,148.09,UPI,Completed
1656,87,473.96,Debit Card,Completed
1657,132,135.6,UPI,Completed
1658,16,287.89,Debit Card,Completed
1659,103,485.67,Net Banking,Completed
1660,111,392.36,Net Banking,Completed
1661,95,387.24,Credit Card,Completed
1662,7,378.17,Net Banking,Completed
1663,94,479.86,Credit Card,Completed
1664,23,461.29,Debit Card,Completed
1665,11,247.89,Credit Card,Completed
1666,157,133.52,Debit Card,Completed
1667,136,149.46,Net Banking,Failed
1668,92,467.53,Debit Card,Completed
1669,84,496.14,UPI,Completed
1670,3,493.59,Debit Card,Completed
1671,116,183.55,UPI,Completed
1672,72,73.36,Debit Card,Completed
1673,180,315.51,UPI,Completed
1674,20,446.32,Debit Card,Completed
1675,95,375.6,UPI,Completed
1676,31,293.95,Credit Card,Completed
1677,127,168.82,Net Banking,Completed
1678,28,54.95,Debit Card,Completed
1679,16,345.17,Net Banking,Completed
1680,48,370.08,Net Banking,Completed
1681,24,145.61,Debit Card,Completed
1682,187,397.37,UPI,Completed
1683,95,229.83,Credit Card,Completed
1684,137,450.8,Credit Card,Completed
1685,142,390.59,Credit Card,Completed
1686,39,93.66,UPI,Completed
1687,167,300.2,UPI,Completed
1688,3,123.35,Net Banking,Failed
1689,43,304.65,Credit Card,Completed
1690,52,307.09,UPI,Completed
1691,69,181.98,Net Banking,Completed
1692,39,320.58,Credit Card,Completed
1693,198,107.01,Net Banking,Completed
1694,60,417.08,UPI,Completed
1695,192,411.11,Debit Card,Completed
1696,182,351.4,UPI,Completed
1697,63,110.54,UPI,Completed
1698,111,347.09,UPI,Completed
1699,115,218.87,Net Banking,Completed
1700,162,294.28,Credit Card,Completed
1701,89,238.36,UPI,Completed
1702,109,381.22,Credit Card,Completed
1703,173,68.19,Debit Card,Completed
1704,143,123.89,Credit Card,Completed
1705,117,244.42,Net Banking,Completed
1706,197,320.47,Net Banking,Completed
1707,106,59.69,Credit Card,Completed
1708,82,397.29,Debit Card,Completed
1709,154,141.69,Debit Card,Completed
1710,192,83.69,Credit Card,Completed
1711,165,363.32,Debit Card,Completed
1712,141,124.53,Credit Card,Completed
1713,39,80.65,Credit Card,Completed
1714,188,77.25,UPI,Completed
1715,31,301.26,Debit Card,Completed
1716,99,282.67,Debit Card,Completed
1717,84,283.75,UPI,Completed
1718,32,315.11,Credit Card,Completed
1719,101,367.96,UPI,Completed
1720,76,233.41,Net Banking,Completed
1721,8,232.11,Debit Card,Completed
1722,70,250.75,Net Banking,Completed
1723,78,444.96,Debit Card,Completed
1724,191,401.13,Debit Card,Completed
1725,175,390.2,UPI,Completed
1726,33,163.34,Debit Card,Completed
1727,33,72.68,Credit Card,Completed
1728,29,59.77,Net Banking,Completed
1729,13,351.34,Net Banking,Completed
1730,94,495.61,Credit Card,Completed
1731,75,385.61,Credit Card,Completed
1732,56,205.91,UPI,Completed
1733,74,80.28,UPI,Completed
1734,50,264.26,Credit Card,Completed
1735,20,338.4,Credit Card,Completed
1736,152,256.3,Credit Card,Completed
1737,31,414.83,Net Banking,Completed
1738,189,135.56,UPI,Completed
1739,181,449.31,Debit Card,Completed
1740,14,357.36,Net Banking,Completed
1741,32,489.53,Net Banking,Completed
1742,187,187.63,Net Banking,Completed
1743,145,402.41,UPI,Completed
1744,19,198.9,Credit Card,Completed
1745,130,285.33,Net Banking,Completed
1746,16,179.24,Credit Card,Completed
1747,161,96.47,Net Banking,Completed
1748,79,105.31,Debit Card,Completed
1749,74,214.79,Net Banking,Completed
1750,7,56.75,Credit Card,Completed
1751,112,471.42,Net Banking,Completed
1752,196,286.15,Debit Card,Completed
1753,71,221.03,Net Banking,Completed
1754,119,473.4,Debit Card,Completed
1755,86,380.17,Credit Card,Completed
1756,180,190.26,Credit Card,Completed
1757,75,317.31,Credit Card,Completed
1758,187,299.87,UPI,Completed
1759,92,234.18,Credit Card,Completed
1760,155,52.6,UPI,Completed
1761,27,437.62,Net Banking,Completed
1762,69,300.66,Credit Card,Completed
1763,60,100.52,Net Banking,Completed
1764,158,153.75,Net Banking,Completed
1765,177,199.9,Net Banking,Completed
1766,93,195.83,UPI,Completed
1767,62,161.94,Debit Card,Completed
1768,189,50.44,Credit Card,Completed
1769,144,76.55,Net Banking,Completed
1770,111,306.38,UPI,Completed
1771,92,297.19,Credit Card,Completed
1772,169,369.8,Credit Card,Completed
1773,161,321.47,Net Banking,Completed
1774,174,134.65,Credit Card,Completed
1775,114,293.25,Net Banking,Completed
1776,143,392.63,Debit Card,Completed
1777,69,58.06,Debit Card,Completed
1778,90,307.92,Net Banking,Completed
1779,13,357.37,Credit Card,Completed
1780,173,80.34,UPI,Completed
1781,106,191.63,Net Banking,Completed
1782,60,130.27,Net Banking,Completed
1783,171,307.58,Net Banking,Completed
1784,192,421.36,Debit Card,Completed
1785,53,427.23,Debit Card,Completed
1786,142,122.9,Net Banking,Completed
1787,181,359.88,Debit Card,Completed
1788,179,334.15,Debit Card,Completed
1789,121,153.84,Credit Card,Completed
1790,179,157.89,Credit Card,Completed
1791,114,318.05,Debit Card,Completed
1792,198,93.64,UPI,Completed
1793,117,178.67,Debit Card,Completed
1794,183,349.74,Credit Card,Completed
1795,84,81.9,UPI,Completed
1796,89,489.56,UPI,Completed
1797,122,380.73,Credit Card,Completed
1798,176,319.43,Credit Card,Completed
1799,88,294.12,Debit Card,Completed
1800,174,335.69,UPI,Completed
1801,63,405.43,Credit Card,Completed
1802,11,106.96,Net Banking,Completed
1803,95,280.52,UPI,Completed
1804,97,78.51,Credit Card,Completed
1805,105,377.69,Credit Card,Completed
1806,55,313.91,Debit Card,Completed
1807,95,345.22,Debit Card,Completed
1808,135,474.64,UPI,Completed
1809,154,252.07,Net Banking,Completed
1810,6,193.78,UPI,Completed
1811,184,221.09,Debit Card,Completed
1812,48,457.79,UPI,Completed
1813,156,309.29,UPI,Completed
1814,90,491.46,Credit Card,Failed
1815,162,479.76,UPI,Completed
1816,145,319.17,Debit Card,Completed
1817,145,213.71,Debit Card,Completed
1818,80,456.22,Net Banking,Completed
1819,163,250.99,UPI,Completed
1820,188,372.48,Net Banking,Completed
1821,70,262.57,Net Banking,Completed
1822,73,90.52,UPI,Completed
1823,145,458.26,Net Banking,Completed
1824,52,83.59,Credit Card,Completed
1825,93,278.2,Credit Card,Completed
1826,134,332.58,Credit Card,Failed
1827,1,480.37,Debit Card,Completed
1828,24,126.39,Credit Card,Completed
1829,159,181.77,Debit Card,Completed
1830,111,259.47,UPI,Completed
1831,39,435.38,Credit Card,Completed
1832,169,55.06,Net Banking,Completed
1833,82,396.95,Debit Card,Completed
1834,128,304.95,Credit Card,Completed
1835,144,444.6,Credit Card,Completed
1836,75,116.3,Net Banking,Completed
1837,19,433.67,UPI,Completed
1838,28,409.72,Debit Card,Completed
1839,52,401.07,Net Banking,Completed
1840,125,477.31,Credit Card,Completed
1841,171,262.81,Debit Card,Completed
1842,48,221.74,UPI,Completed
1843,82,335.06,Credit Card,Completed
1844,120,97.46,UPI,Completed
1845,170,354.57,Net Banking,Completed
1846,132,202.56,Net Banking,Completed
1847,118,239.63,UPI,Completed
1848,154,147.95,Debit Card,Completed
1849,109,444.79,UPI,Completed
1850,80,98.79,Credit Card,Completed
1851,22,54.61,Net Banking,Completed
1852,61,484.17,UPI,Completed
1853,30,244.97,Net Banking,Completed
1854,23,323.44,Credit Card,Completed
1855,25,478.54,Credit Card,Completed
1856,68,265.42,Credit Card,Completed
1857,138,333.05,Credit Card,Completed
1858,39,417.03,Debit Card,Completed
1859,65,472.93,UPI,Failed
1860,80,388.93,Credit Card,Completed
1861,143,96.11,Debit Card,Completed
1862,70,194.27,Debit Card,Completed
1863,82,162.44,Credit Card,Completed
1864,187,63.98,Net Banking,Completed
1865,106,434.27,Net Banking,Failed
1866,68,83.42,Net Banking,Completed
1867,83,111.33,Net Banking,Completed
1868,108,463.75,Debit Card,Completed
1869,178,257.72,Debit Card,Completed
1870,114,432.45,Debit Card,Completed
1871,130,454.87,UPI,Completed
1872,136,90.79,Net Banking,Completed
1873,9,182.75,Debit Card,Completed
1874,32,405.99,Credit Card,Completed
1875,125,137.89,UPI,Completed
1876,15,241.98,UPI,Completed
1877,149,496.36,Credit Card,Completed
1878,147,235.39,Credit Card,Completed
1879,164,243.61,Net Banking,Completed
1880,45,234.36,Debit Card,Completed
1881,104,444.02,Debit Card,Completed
1882,160,290.76,Debit Card,Completed
1883,194,417.92,Credit Card,Completed
1884,153,463.97,Debit Card,Completed
1885,39,215.12,Net Banking,Completed
1886,42,211.18,Credit Card,Completed
1887,185,91.97,Credit Card,Completed
1888,76,234.98,UPI,Completed
1889,60,484.51,UPI,Completed
1890,36,199.35,Credit Card,Completed
1891,76,194.02,UPI,Completed
1892,48,246.05,Debit Card,Completed
1893,178,448.83,Credit Card,Completed
1894,115,284.87,Credit Card,Completed
1895,115,248.89,Credit Card,Completed
1896,110,62.21,Debit Card,Completed
1897,30,167.22,UPI,Completed
1898,51,303.77,Credit Card,Completed
1899,122,167.53,Credit Card,Completed
1900,139,74.22,Net Banking,Completed
1901,43,98.16,Net Banking,Completed
1902,27,209.9,Debit Card,Completed
1903,186,342.89,Credit Card,Completed
1904,106,488.17,Credit Card,Completed
1905,200,444.41,Net Banking,Completed
1906,126,407.98,Net Banking,Completed
1907,117,61.32,Credit Card,Completed
1908,8,98.27,Net Banking,Completed
1909,184,361.63,Debit Card,Completed
1910,146,286.34,Credit Card,Completed
1911,75,388.34,UPI,Completed
1912,199,177.9,Net Banking,Completed
1913,57,274.3,Net Banking,Completed
1914,157,172.16,UPI,Completed
1915,145,172.82,Credit Card,Completed
1916,62,369.17,Net Banking,Completed
1917,69,141.29,Credit Card,Completed
1918,198,111.45,Debit Card,Completed
1919,173,84.36,Net Banking,Completed
1920,55,447.58,Net Banking,Completed
1921,161,432.32,Credit Card,Failed
1922,111,428.47,Debit Card,Completed
1923,184,288.07,Credit Card,Completed
1924,194,73.31,Debit Card,Completed
1925,13,171.04,Credit Card,Completed
1926,154,114.27,Debit Card,Completed
1927,65,126.05,UPI,Completed
1928,70,474.21,Debit Card,Completed
1929,77,407.34,Debit Card,Completed
1930,159,215.87,Debit Card,Completed
1931,169,141.36,Net Banking,Completed
1932,146,467.16,Credit Card,Completed
1933,157,323.84,UPI,Completed
1934,29,462.54,Debit Card,Completed
1935,12,370.51,Debit Card,Failed
1936,94,135.1,Debit Card,Completed
1937,66,170.46,Debit Card,Completed
1938,105,189.4,Net Banking,Completed
1939,129,248.4,Credit Card,Completed
1940,109,133.72,Net Banking,Completed
1941,179,128.95,Debit Card,Completed
1942,156,81.55,Credit Card,Completed
1943,185,139.7,UPI,Completed
1944,80,218.44,Credit Card,Completed
1945,108,384.02,Net Banking,Completed
1946,181,330.84,UPI,Completed
1947,17,231.59,Credit Card,Completed
1948,91,370.04,UPI,Failed
1949,78,151.62,UPI,Completed
1950,26,202.54,UPI,Completed
1951,152,296.61,Credit Card,Completed
1952,61,271.71,Credit Card,Completed
1953,200,402.38,Debit Card,Completed
1954,148,152.54,Credit Card,Completed
1955,66,438.93,Net Banking,Completed
1956,108,417.07,Credit Card,Completed
1957,191,230.0,Net Banking,Completed
1958,169,443.23,Net Banking,Completed
1959,69,335.98,Net Banking,Failed
1960,144,297.73,Credit Card,Completed
1961,22,314.19,Debit Card,Completed
1962,20,281.52,Debit Card,Completed
1963,157,341.35,Credit Card,Completed
1964,139,245.62,UPI,Completed
1965,25,254.16,UPI,Completed
1966,154,152.63,UPI,Completed
1967,182,280.38,Debit Card,Completed
1968,8,186.76,Net Banking,Completed
1969,149,210.36,UPI,Completed
1970,100,96.73,Debit Card,Completed
1971,191,308.05,UPI,Completed
1972,191,490.59,UPI,Completed
1973,144,171.56,Credit Card,Completed
1974,133,448.62,Net Banking,Completed
1975,108,59.03,Credit Card,Completed
1976,101,245.77,UPI,Completed
1977,97,437.4,Net Banking,Completed
1978,104,185.96,UPI,Completed
1979,86,126.21,Debit Card,Completed
1980,116,346.48,Net Banking,Completed
1981,130,477.34,Debit Card,Completed
1982,179,332.74,Net Banking,Completed
1983,24,90.64,Debit Card,Completed
1984,65,387.09,UPI,Completed
1985,15,52.67,Net Banking,Completed
1986,38,293.84,Credit Card,Completed
1987,53,432.11,Credit Card,Completed
1988,99,243.39,UPI,Completed
1989,131,148.82,UPI,Completed
1990,115,444.62,Net Banking,Completed
1991,98,119.58,Net Banking,Completed
1992,146,229.14,Credit Card,Completed
1993,45,257.23,Debit Card,Completed
1994,200,64.16,Net Banking,Completed
1995,28,286.29,Debit Card,Completed
1996,152,321.39,Debit Card,Completed
1997,100,237.07,Net Banking,Completed
1998,66,65.8,Credit Card,Completed
1999,72,99.64,UPI,Completed
2000,58,226.52,UPI,Completed
2001,76,240.81,Net Banking,Completed
2002,186,461.03,Debit Card,Completed
2003,11,217.62,Debit Card,Completed
2004,9,376.01,Credit Card,Completed
2005,15,326.91,UPI,Completed
2006,96,67.31,Debit Card,Completed
2007,27,257.07,Net Banking,Completed
2008,52,352.65,UPI,Completed
2009,170,189.44,Net Banking,Failed
2010,42,381.21,Net Banking,Completed
2011,46,470.69,Credit Card,Completed
2012,96,171.7,Debit Card,Completed
2013,155,314.46,UPI,Completed
2014,102,56.3,Net Banking,Completed
2015,198,334.85,Debit Card,Failed
2016,78,280.06,Net Banking,Completed
2017,10,221.35,Credit Card,Completed
2018,22,456.81,Net Banking,Completed
2019,3,473.44,Net Banking,Completed
2020,161,202.56,Credit Card,Completed
2021,69,289.51,UPI,Completed
2022,125,90.27,Debit Card,Completed
2023,169,289.5,Debit Card,Completed
2024,7,445.87,Net Banking,Completed
2025,194,140.26,UPI,Completed
2026,54,71.67,UPI,Completed
2027,119,226.57,Credit Card,Completed
2028,104,139.86,UPI,Completed
2029,53,179.08,UPI,Completed
2030,63,466.6,Net Banking,Completed
2031,64,443.71,Debit Card,Completed
2032,120,199.63,Credit Card,Completed
2033,59,455.7,UPI,Completed
2034,174,428.1,Debit Card,Completed
2035,87,491.08,UPI,Completed
2036,77,287.09,UPI,Completed
2037,17,284.86,Net Banking,Completed
2038,68,474.92,Net Banking,Completed
2039,25,446.78,UPI,Completed
2040,134,480.46,Net Banking,Completed
2041,11,206.47,Debit Card,Completed
2042,105,247.74,Debit Card,Completed
2043,189,407.54,Debit Card,Completed
2044,90,332.37,Credit Card,Completed
2045,27,73.73,Debit Card,Completed
2046,154,448.97,Net Banking,Completed
2047,26,288.33,UPI,Completed
2048,70,230.45,Debit Card,Completed
2049,28,391.09,Net Banking,Completed
2050,193,96.14,UPI,Completed
2051,34,266.49,UPI,Completed
2052,3,304.49,UPI,Completed
2053,190,181.89,Net Banking,Failed
2054,40,402.42,Credit Card,Completed
2055,152,472.08,Net Banking,Completed
2056,181,333.99,UPI,Completed
2057,198,344.51,Net Banking,Completed
2058,35,466.11,Debit Card,Completed
2059,131,283.18,Debit Card,Failed
2060,101,107.52,Credit Card,Completed
2061,28,429.21,Net Banking,Completed
2062,156,474.82,Net Banking,Completed
2063,193,154.67,Debit Card,Completed
2064,86,142.83,Credit Card,Completed
2065,18,289.54,Net Banking,Completed
2066,73,184.6,Credit Card,Completed
2067,137,432.39,Credit Card,Completed
2068,46,256.3,Debit Card,Completed
2069,14,155.46,Credit Card,Completed
2070,21,50.28,Debit Card,Completed
2071,113,96.32,Debit Card,Completed
2072,150,210.83,UPI,Completed
2073,88,446.94,UPI,Completed
2074,130,216.67,Net Banking,Completed
2075,167,110.76,UPI,Completed
2076,57,474.65,Net Banking,Completed
2077,76,358.6,Debit Card,Completed
2078,153,237.32,Debit Card,Completed
2079,94,367.01,Net Banking,Completed
2080,160,457.9,Credit Card,Completed
2081,150,129.62,Net Banking,Failed
2082,66,299.98,UPI,Completed
2083,96,383.61,Credit Card,Completed
2084,183,490.67,UPI,Completed
2085,139,144.08,Credit Card,Completed
2086,49,256.09,UPI,Completed
2087,107,111.88,Net Banking,Completed
2088,22,307.16,Net Banking,Completed
2089,133,281.94,Net Banking,Completed
2090,124,355.96,Credit Card,Completed
2091,109,282.88,UPI,Completed
2092,182,152.26,Credit Card,Completed
2093,184,249.28,UPI,Failed
2094,171,127.16,Credit Card,Completed
2095,96,145.02,Debit Card,Completed
2096,44,194.26,Net Banking,Completed
2097,73,433.14,UPI,Completed
2098,151,268.3,Credit Card,Completed
2099,40,56.78,UPI,Completed
2100,169,479.56,Debit Card,Completed
2101,35,106.66,Net Banking,Completed
2102,36,448.44,UPI,Completed
2103,181,300.6,Net Banking,Completed
2104,188,330.2,UPI,Completed
2105,165,356.0,Net Banking,Completed
2106,50,231.03,Debit Card,Completed
2107,19,214.04,Debit Card,Completed
2108,182,65.48,UPI,Completed
2109,142,482.2,Credit Card,Completed
2110,55,477.98,Net Banking,Completed
2111,192,257.63,Net Banking,Completed
2112,186,278.22,Debit Card,Completed
2113,48,201.3,Net Banking,Completed
2114,140,134.47,Credit Card,Completed
2115,193,87.61,Net Banking,Completed
2116,127,472.73,UPI,Completed
2117,123,59.41,Credit Card,Completed
2118,170,280.53,Net Banking,Completed
2119,146,356.3,Credit Card,Completed
2120,146,458.98,Debit Card,Completed
2121,162,368.26,Net Banking,Completed
2122,41,225.28,Debit Card,Failed
2123,164,71.19,Credit Card,Completed
2124,35,74.62,UPI,Completed
2125,92,393.96,Debit Card,Completed
2126,116,473.96,UPI,Completed
2127,33,407.68,UPI,Completed
2128,153,251.78,Net Banking,Failed
2129,124,202.71,UPI,Completed
2130,10,134.34,Debit Card,Completed
2131,92,294.15,Credit Card,Completed
2132,174,242.83,Credit Card,Completed
2133,155,358.06,UPI,Completed
2134,14,423.25,Net Banking,Completed
2135,165,89.91,Net Banking,Completed
2136,43,161.72,Debit Card,Completed
2137,25,98.36,Debit Card,Completed
2138,49,153.23,UPI,Completed
2139,52,139.19,Net Banking,Completed
2140,160,76.81,Debit Card,Completed
2141,161,76.3,UPI,Completed
2142,173,109.08,Debit Card,Completed
2143,91,268.66,Credit Card,Completed
2144,137,178.66,Debit Card,Completed
2145,18,443.24,UPI,Completed
2146,112,70.63,Credit Card,Completed
2147,151,218.5,UPI,Completed
2148,158,277.64,Net Banking,Completed
2149,1,408.97,UPI,Completed
2150,7,470.24,Credit Card,Completed
2151,150,468.47,UPI,Completed
2152,83,432.73,Debit Card,Completed
2153,196,350.94,UPI,Completed
2154,118,206.81,UPI,Completed
2155,116,167.51,Credit Card,Completed
2156,24,435.72,UPI,Completed
2157,59,306.24,Net Banking,Completed
2158,140,185.35,Credit Card,Completed
2159,55,361.98,Debit Card,Completed
2160,65,442.07,UPI,Completed
2161,25,240.85,Credit Card,Completed
2162,197,496.43,Debit Card,Completed
2163,42,299.95,Net Banking,Completed
2164,35,451.68,Debit Card,Completed
2165,195,269.45,Debit Card,Completed
2166,137,203.52,Credit Card,Completed
2167,164,123.04,Credit Card,Completed
2168,133,218.32,Net Banking,Completed
2169,196,293.57,Net Banking,Completed
2170,165,412.62,Credit Card,Completed
2171,67,97.31,Credit Card,Completed
2172,141,334.5,Debit Card,Completed
2173,64,401.97,Debit Card,Completed
2174,90,335.25,Net Banking,Completed
2175,125,363.97,Credit Card,Completed
2176,25,409.71,Net Banking,Completed
2177,34,445.76,Credit Card,Completed
2178,176,82.91,Net Banking,Completed
2179,177,329.61,Debit Card,Completed
2180,45,113.04,Debit Card,Completed
2181,57,147.53,UPI,Completed
2182,138,72.37,Credit Card,Completed
2183,176,68.41,Net Banking,Completed
2184,133,71.74,UPI,Completed
2185,76,226.27,Credit Card,Completed
2186,105,82.88,Debit Card,Completed
2187,27,419.2,Debit Card,Completed
2188,10,457.3,Net Banking,Completed
2189,90,185.43,Net Banking,Completed
2190,124,196.15,Net Banking,Completed
2191,74,226.33,Debit Card,Completed
2192,157,250.13,Net Banking,Completed
2193,90,482.69,Debit Card,Completed
2194,69,165.57,Credit Card,Completed
2195,31,110.35,Debit Card,Completed
2196,48,60.08,Debit Card,Completed
2197,162,68.68,Net Banking,Completed
2198,118,427.63,Net Banking,Completed
2199,94,190.56,UPI,Completed
2200,54,268.05,Debit Card,Completed
2201,81,273.22,Debit Card,Completed
2202,96,234.95,UPI,Completed
2203,167,117.84,Net Banking,Completed
2204,194,357.07,Credit Card,Completed
2205,66,278.28,Net Banking,Completed
2206,159,128.24,Credit Card,Completed
2207,42,388.0,Credit Card,Completed
2208,166,407.47,Credit Card,Completed
2209,43,151.14,Credit Card,Completed
2210,2,90.63,Credit Card,Completed
2211,191,417.6,Credit Card,Failed
2212,6,281.34,Credit Card,Completed
2213,143,168.78,UPI,Completed
2214,138,138.53,Credit Card,Completed
2215,68,74.22,Debit Card,Completed
2216,31,192.39,Net Banking,Completed
2217,152,165.02,Debit Card,Completed
2218,82,125.1,UPI,Completed
2219,139,249.89,Debit Card,Completed
2220,48,307.78,Debit Card,Completed
2221,184,76.28,Net Banking,Completed
2222,177,333.96,Credit Card,Completed
2223,135,453.56,Net Banking,Completed
2224,71,195.36,Net Banking,Completed
2225,22,158.68,Debit Card,Completed
2226,164,97.63,Net Banking,Completed
2227,28,217.34,UPI,Completed
2228,145,354.98,Credit Card,Completed
2229,39,102.02,Net Banking,Completed
2230,165,402.36,UPI,Completed
2231,8,354.73,Net Banking,Completed
2232,15,224.51,Debit Card,Completed
2233,38,128.65,Debit Card,Completed
2234,197,231.72,Credit Card,Completed
2235,32,271.02,Debit Card,Completed
2236,73,113.69,Debit Card,Completed
2237,164,179.67,Net Banking,Completed
2238,72,53.02,Net Banking,Completed
2239,88,53.44,Debit Card,Completed
2240,59,361.96,UPI,Completed
2241,185,309.49,UPI,Completed
2242,68,380.45,Net Banking,Completed
2243,108,189.12,Credit Card,Completed
2244,105,320.39,UPI,Completed
2245,125,372.97,Credit Card,Completed
2246,54,95.8,UPI,Completed
2247,156,375.75,Credit Card,Completed
2248,37,298.09,Credit Card,Completed
2249,162,125.03,UPI,Completed
2250,169,231.79,Debit Card,Completed
2251,110,69.44,Net Banking,Completed
2252,169,161.27,Net Banking,Completed
2253,32,461.63,UPI,Completed
2254,115,462.9,Net Banking,Completed
2255,87,408.9,UPI,Completed
2256,4,60.21,UPI,Completed
2257,109,402.45,Credit Card,Completed
2258,1,167.22,UPI,Completed
2259,33,245.37,Debit Card,Completed
2260,134,330.44,Credit Card,Completed
2261,8,251.93,Credit Card,Completed
2262,198,68.28,Debit Card,Completed
2263,144,465.79,Debit Card,Failed
2264,110,64.59,Net Banking,Completed
2265,76,154.52,Debit Card,Completed
2266,193,222.2,Net Banking,Completed
2267,34,472.89,Credit Card,Completed
2268,163,266.17,UPI,Completed
2269,33,148.36,Credit Card,Completed
2270,63,404.33,Net Banking,Completed
2271,47,324.04,UPI,Completed
2272,185,413.42,Debit Card,Completed
2273,67,136.77,UPI,Completed
2274,57,201.52,Net Banking,Completed
2275,32,272.71,UPI,Completed
2276,81,287.67,UPI,Completed
2277,199,164.12,Credit Card,Completed
2278,11,378.89,Debit Card,Completed
2279,23,70.08,Credit Card,Completed
2280,183,391.02,Debit Card,Completed
2281,143,280.16,Debit Card,Completed
2282,164,454.09,Credit Card,Completed
2283,181,243.54,Net Banking,Completed
2284,68,61.39,UPI,Completed
2285,107,341.32,Credit Card,Completed
2286,49,83.99,Debit Card,Completed
2287,180,107.41,Net Banking,Completed
2288,107,497.09,UPI,Completed
2289,59,355.7,UPI,Completed
2290,174,347.03,Credit Card,Completed
2291,46,200.88,Net Banking,Completed
2292,122,293.83,UPI,Failed
2293,98,222.84,UPI,Completed
2294,149,250.52,Net Banking,Completed
2295,168,152.87,UPI,Completed
2296,99,273.9,UPI,Completed
2297,171,65.48,Debit Card,Completed
2298,190,375.28,Debit Card,Completed
2299,55,369.35,Credit Card,Completed
2300,97,412.63,UPI,Completed
2301,98,78.15,Credit Card,Completed
2302,49,292.28,Debit Card,Completed
2303,178,176.77,Credit Card,Completed
2304,86,125.57,Credit Card,Completed
2305,129,164.55,Net Banking,Completed
2306,23,223.84,UPI,Failed
2307,64,192.86,Debit Card,Completed
2308,82,210.24,Credit Card,Completed
2309,193,99.82,Credit Card,Completed
2310,38,481.74,Debit Card,Completed
2311,125,318.8,Credit Card,Completed
2312,46,52.74,Net Banking,Completed
2313,48,443.38,Net Banking,Completed
2314,9,141.35,UPI,Completed
2315,177,122.72,Debit Card,Completed
2316,42,275.07,Credit Card,Completed
2317,162,50.81,Credit Card,Completed
2318,86,425.43,Credit Card,Completed
