session_id,station_id,user_id,vehicle_id,start_time,end_time,energy_kwh,amount_paid
1504,18,147,79,2025-03-04 15:00:00,2025-03-04 16:16:00,42.47,156.77
1505,16,180,179,2025-03-04 16:00:00,2025-03-04 17:44:00,17.56,257.24
1506,16,192,189,2025-03-04 17:00:00,2025-03-04 17:26:00,12.19,65.67
1507,10,53,78,2025-03-04 18:00:00,2025-03-04 18:37:00,7.17,253.36
1508,20,195,191,2025-03-04 19:00:00,2025-03-04 20:11:00,32.51,98.87
1509,8,90,181,2025-03-04 20:00:00,2025-03-04 20:40:00,11.26,322.75
1510,8,180,194,2025-03-04 21:00:00,2025-03-04 22:51:00,11.71,416.92
1511,6,93,189,2025-03-04 22:00:00,2025-03-04 22:38:00,14.22,438.84
1512,12,170,160,2025-03-04 23:00:00,2025-03-05 00:29:00,16.14,471.17
1513,13,18,113,2025-03-05 00:00:00,2025-03-05 01:43:00,13.54,488.42
1514,15,143,50,2025-03-05 01:00:00,2025-03-05 02:09:00,29.3,70.54
1515,15,60,143,2025-03-05 02:00:00,2025-03-05 02:21:00,25.44,456.14
1516,3,61,12,2025-03-05 03:00:00,2025-03-05 03:35:00,31.03,293.67
1517,2,14,197,2025-03-05 04:00:00,2025-03-05 05:40:00,30.68,415.03
1518,11,98,34,2025-03-05 05:00:00,2025-03-05 05:33:00,39.21,241.91
1519,6,23,185,2025-03-05 06:00:00,2025-03-05 07:32:00,6.47,100.78
1520,15,190,170,2025-03-05 07:00:00,2025-03-05 08:02:00,27.31,280.44
1521,1,89,156,2025-03-05 08:00:00,2025-03-05 08:24:00,20.44,285.96
1522,20,159,179,2025-03-05 09:00:00,2025-03-05 09:50:00,36.57,246.07
1523,8,139,96,2025-03-05 10:00:00,2025-03-05 10:58:00,14.14,104.6
1524,16,132,146,2025-03-05 11:00:00,2025-03-05 12:30:00,29.36,66.08
1525,16,160,144,2025-03-05 12:00:00,2025-03-05 13:09:00,15.78,66.44
1526,2,33,167,2025-03-05 13:00:00,2025-03-05 14:03:00,14.39,100.64
1527,1,142,131,2025-03-05 14:00:00,2025-03-05 15:49:00,18.11,62.66
1528,9,178,86,2025-03-05 15:00:00,2025-03-05 15:52:00,7.54,359.61
1529,18,40,164,2025-03-05 16:00:00,2025-03-05 17:55:00,34.86,471.76
1530,14,129,18,2025-03-05 17:00:00,2025-03-05 18:02:00,40.25,145.06
1531,15,25,168,2025-03-05 18:00:00,2025-03-05 19:21:00,5.68,445.27
1532,1,85,192,2025-03-05 19:00:00,2025-03-05 20:25:00,31.1,285.92
1533,6,44,121,2025-03-05 20:00:00,2025-03-05 21:51:00,27.52,84.07
1534,6,106,50,2025-03-05 21:00:00,2025-03-05 22:24:00,41.22,443.06
1535,14,91,138,2025-03-05 22:00:00,2025-03-05 23:20:00,32.41,262.48
1536,4,98,26,2025-03-05 23:00:00,2025-03-05 23:20:00,21.74,481.81
1537,14,91,158,2025-03-06 00:00:00,2025-03-06 00:35:00,28.13,53.22
1538,4,170,195,2025-03-06 01:00:00,2025-03-06 01:20:00,10.09,202.21
1539,9,160,113,2025-03-06 02:00:00,2025-03-06 03:58:00,11.49,142.1
1540,4,41,1,2025-03-06 03:00:00,2025-03-06 03:46:00,13.95,57.69
1541,10,9,178,2025-03-06 04:00:00,2025-03-06 05:57:00,24.32,202.04
1542,12,178,6,2025-03-06 05:00:00,2025-03-06 05:21:00,15.67,273.52
1543,4,165,85,2025-03-06 06:00:00,2025-03-06 07:20:00,9.02,285.59
1544,12,82,142,2025-03-06 07:00:00,2025-03-06 08:55:00,25.74,400.83
1545,12,95,38,2025-03-06 08:00:00,2025-03-06 08:46:00,32.91,194.4
1546,20,130,85,2025-03-06 09:00:00,2025-03-06 09:55:00,8.86,72.03
1547,11,187,108,2025-03-06 10:00:00,2025-03-06 11:02:00,34.16,336.86
1548,11,30,31,2025-03-06 11:00:00,2025-03-06 12:51:00,5.95,458.88
1549,5,85,189,2025-03-06 12:00:00,2025-03-06 13:44:00,32.96,314.27
1550,13,137,58,2025-03-06 13:00:00,2025-03-06 14:20:00,43.12,156.56
1551,3,120,131,2025-03-06 14:00:00,2025-03-06 14:39:00,23.27,169.54
1552,6,37,166,2025-03-06 15:00:00,2025-03-06 16:43:00,7.64,211.47
1553,16,94,181,2025-03-06 16:00:00,2025-03-06 16:29:00,16.31,441.94
1554,13,188,151,2025-03-06 17:00:00,2025-03-06 18:29:00,10.9,422.7
1555,18,109,94,2025-03-06 18:00:00,2025-03-06 19:07:00,25.04,87.55
1556,16,16,85,2025-03-06 19:00:00,2025-03-06 20:22:00,12.23,115.04
1557,10,14,66,2025-03-06 20:00:00,2025-03-06 20:22:00,44.86,360.44
1558,9,154,42,2025-03-06 21:00:00,2025-03-06 22:55:00,21.78,352.79
1559,4,51,121,2025-03-06 22:00:00,2025-03-06 22:31:00,20.49,446.01
1560,15,140,87,2025-03-06 23:00:00,2025-03-06 23:37:00,7.57,257.6
1561,17,47,183,2025-03-07 00:00:00,2025-03-07 01:28:00,28.94,304.62
1562,7,131,200,2025-03-07 01:00:00,2025-03-07 02:39:00,9.97,443.33
1563,20,162,39,2025-03-07 02:00:00,2025-03-07 03:17:00,15.47,178.04
1564,2,91,145,2025-03-07 03:00:00,2025-03-07 03:21:00,16.97,384.95
1565,16,170,181,2025-03-07 04:00:00,2025-03-07 04:20:00,8.92,159.49
1566,12,2,93,2025-03-07 05:00:00,2025-03-07 05:23:00,38.2,82.35
1567,8,155,180,2025-03-07 06:00:00,2025-03-07 07:16:00,9.42,252.68
1568,9,84,88,2025-03-07 07:00:00,2025-03-07 08:26:00,24.32,58.37
1569,4,156,29,2025-03-07 08:00:00,2025-03-07 09:30:00,16.56,381.05
1570,12,100,175,2025-03-07 09:00:00,2025-03-07 10:24:00,14.46,161.58
1571,8,151,138,2025-03-07 10:00:00,2025-03-07 11:26:00,13.93,454.32
1572,10,109,170,2025-03-07 11:00:00,2025-03-07 12:38:00,31.79,61.2
1573,14,85,156,2025-03-07 12:00:00,2025-03-07 12:54:00,36.75,224.28
1574,7,165,144,2025-03-07 13:00:00,2025-03-07 14:55:00,21.36,235.35
1575,8,153,27,2025-03-07 14:00:00,2025-03-07 15:20:00,17.74,495.2
1576,9,31,143,2025-03-07 15:00:00,2025-03-07 15:50:00,34.24,228.5
1577,6,141,145,2025-03-07 16:00:00,2025-03-07 17:53:00,15.77,359.98
1578,7,53,158,2025-03-07 17:00:00,2025-03-07 17:37:00,39.82,56.21
1579,4,57,190,2025-03-07 18:00:00,2025-03-07 19:28:00,16.76,292.4
1580,8,69,7,2025-03-07 19:00:00,2025-03-07 20:24:00,7.05,237.21
1581,19,194,56,2025-03-07 20:00:00,2025-03-07 21:27:00,23.81,161.45
1582,12,70,66,2025-03-07 21:00:00,2025-03-07 22:15:00,17.0,271.86
1583,19,173,82,2025-03-07 22:00:00,2025-03-07 23:19:00,23.64,448.73
1584,20,86,129,2025-03-07 23:00:00,2025-03-08 00:47:00,16.68,444.17
1585,18,114,159,2025-03-08 00:00:00,2025-03-08 00:23:00,44.48,351.7
1586,12,153,50,2025-03-08 01:00:00,2025-03-08 01:26:00,43.98,208.7
1587,2,137,63,2025-03-08 02:00:00,2025-03-08 03:33:00,29.7,398.51
1588,17,123,2,2025-03-08 03:00:00,2025-03-08 03:36:00,41.26,398.12
1589,15,113,160,2025-03-08 04:00:00,2025-03-08 04:39:00,17.52,450.87
1590,11,123,33,2025-03-08 05:00:00,2025-03-08 06:43:00,36.52,457.85
1591,11,159,75,2025-03-08 06:00:00,2025-03-08 06:40:00,35.6,187.94
1592,17,33,132,2025-03-08 07:00:00,2025-03-08 08:25:00,19.21,294.32
1593,16,86,62,2025-03-08 08:00:00,2025-03-08 08:50:00,33.86,309.88
1594,2,196,89,2025-03-08 09:00:00,2025-03-08 10:12:00,8.74,140.27
1595,11,186,123,2025-03-08 10:00:00,2025-03-08 11:55:00,14.3,476.06
1596,1,118,141,2025-03-08 11:00:00,2025-03-08 11:59:00,13.4,363.75
1597,20,85,27,2025-03-08 12:00:00,2025-03-08 12:47:00,30.03,393.3
1598,16,82,5,2025-03-08 13:00:00,2025-03-08 13:52:00,13.07,259.04
1599,17,127,170,2025-03-08 14:00:00,2025-03-08 15:45:00,16.34,439.76
1600,9,146,178,2025-03-08 15:00:00,2025-03-08 15:56:00,15.89,439.66
1601,10,76,149,2025-03-08 16:00:00,2025-03-08 16:21:00,42.73,80.88
1602,12,147,188,2025-03-08 17:00:00,2025-03-08 17:23:00,42.92,429.59
1603,1,122,43,2025-03-08 18:00:00,2025-03-08 19:02:00,38.27,432.59
1604,18,164,143,2025-03-08 19:00:00,2025-03-08 19:40:00,23.06,421.43
1605,8,59,55,2025-03-08 20:00:00,2025-03-08 21:45:00,24.6,225.04
1606,3,86,133,2025-03-08 21:00:00,2025-03-08 22:40:00,19.98,312.12
1607,7,44,60,2025-03-08 22:00:00,2025-03-08 22:30:00,23.43,299.6
1608,4,192,51,2025-03-08 23:00:00,2025-03-09 00:24:00,10.66,387.7
1609,14,99,117,2025-03-09 00:00:00,2025-03-09 01:53:00,15.84,492.11
1610,12,116,11,2025-03-09 01:00:00,2025-03-09 01:28:00,12.4,77.38
1611,12,98,115,2025-03-09 02:00:00,2025-03-09 03:37:00,40.24,405.31
1612,6,156,12,2025-03-09 03:00:00,2025-03-09 04:12:00,32.6,238.02
1613,17,192,86,2025-03-09 04:00:00,2025-03-09 04:24:00,10.33,218.83
1614,17,52,186,2025-03-09 05:00:00,2025-03-09 05:23:00,22.22,316.99
1615,14,60,195,2025-03-09 06:00:00,2025-03-09 07:26:00,18.03,142.7
1616,9,165,126,2025-03-09 07:00:00,2025-03-09 07:22:00,5.6,441.22
1617,7,177,63,2025-03-09 08:00:00,2025-03-09 08:25:00,34.58,73.73
1618,13,140,140,2025-03-09 09:00:00,2025-03-09 10:10:00,22.61,96.51
1619,11,73,128,2025-03-09 10:00:00,2025-03-09 11:13:00,19.47,416.23
1620,5,94,74,2025-03-09 11:00:00,2025-03-09 12:01:00,12.29,360.8
1621,9,162,183,2025-03-09 12:00:00,2025-03-09 12:29:00,24.53,379.15
1622,10,176,182,2025-03-09 13:00:00,2025-03-09 13:30:00,15.87,221.14
1623,16,143,185,2025-03-09 14:00:00,2025-03-09 15:27:00,25.31,370.89
1624,1,111,159,2025-03-09 15:00:00,2025-03-09 15:47:00,15.02,188.0
1625,8,160,187,2025-03-09 16:00:00,2025-03-09 17:51:00,16.71,401.9
1626,6,64,169,2025-03-09 17:00:00,2025-03-09 17:43:00,22.01,110.86
1627,7,172,184,2025-03-09 18:00:00,2025-03-09 18:53:00,29.44,467.31
1628,20,22,109,2025-03-09 19:00:00,2025-03-09 20:44:00,38.7,437.14
1629,16,131,89,2025-03-09 20:00:00,2025-03-09 20:27:00,16.15,50.46
1630,13,155,9,2025-03-09 21:00:00,2025-03-09 22:50:00,18.09,224.29
1631,1,10,16,2025-03-09 22:00:00,2025-03-09 23:46:00,30.79,173.62
1632,19,130,186,2025-03-09 23:00:00,2025-03-09 23:27:00,44.79,399.71
1633,18,185,122,2025-03-10 00:00:00,2025-03-10 01:58:00,14.23,131.33
1634,8,68,136,2025-03-10 01:00:00,2025-03-10 02:06:00,13.83,175.11
1635,2,82,25,2025-03-10 02:00:00,2025-03-10 02:32:00,37.81,79.64
1636,13,2,54,2025-03-10 03:00:00,2025-03-10 03:39:00,36.92,167.73
1637,17,113,179,2025-03-10 04:00:00,2025-03-10 05:43:00,18.16,136.76
1638,19,31,73,2025-03-10 05:00:00,2025-03-10 05:42:00,5.59,468.49
1639,8,35,169,2025-03-10 06:00:00,2025-03-10 07:26:00,22.18,413.14
1640,9,176,75,2025-03-10 07:00:00,2025-03-10 08:38:00,26.74,472.68
1641,9,177,168,2025-03-10 08:00:00,2025-03-10 09:28:00,35.41,169.67
1642,17,11,151,2025-03-10 09:00:00,2025-03-10 10:38:00,31.44,144.7
1643,15,135,45,2025-03-10 10:00:00,2025-03-10 11:54:00,31.89,306.41
1644,15,6,177,2025-03-10 11:00:00,2025-03-10 12:54:00,37.14,336.38
1645,8,43,182,2025-03-10 12:00:00,2025-03-10 12:41:00,35.99,470.44
1646,5,199,129,2025-03-10 13:00:00,2025-03-10 14:40:00,23.93,329.73
1647,17,106,116,2025-03-10 14:00:00,2025-03-10 14:38:00,9.19,161.12
1648,7,167,23,2025-03-10 15:00:00,2025-03-10 16:56:00,37.57,258.26
1649,11,6,76,2025-03-10 16:00:00,2025-03-10 17:41:00,29.07,221.85
1650,7,61,106,2025-03-10 17:00:00,2025-03-10 18:34:00,6.32,98.36
1651,5,159,181,2025-03-10 18:00:00,2025-03-10 18:29:00,36.54,206.72
1652,17,60,161,2025-03-10 19:00:00,2025-03-10 20:18:00,20.73,304.02
1653,3,9,47,2025-03-10 20:00:00,2025-03-10 21:54:00,17.56,267.45
1654,16,192,148,2025-03-10 21:00:00,2025-03-10 21:24:00,25.6,121.66
1655,16,120,118,2025-03-10 22:00:00,2025-03-10 23:04:00,31.86,148.09
1656,15,87,39,2025-03-10 23:00:00,2025-03-10 23:53:00,41.99,473.96
1657,16,132,97,2025-03-11 00:00:00,2025-03-11 01:57:00,6.04,135.6
1658,8,16,48,2025-03-11 01:00:00,2025-03-11 01:35:00,17.19,287.89
1659,16,103,48,2025-03-11 02:00:00,2025-03-11 03:26:00,6.62,485.67
1660,15,111,177,2025-03-11 03:00:00,2025-03-11 04:21:00,38.73,392.36
1661,11,95,157,2025-03-11 04:00:00,2025-03-11 05:00:00,33.14,387.24
1662,5,7,107,2025-03-11 05:00:00,2025-03-11 05:36:00,15.82,378.17
1663,10,94,150,2025-03-11 06:00:00,2025-03-11 07:37:00,35.78,479.86
1664,9,23,31,2025-03-11 07:00:00,2025-03-11 07:41:00,30.34,461.29
1665,12,11,98,2025-03-11 08:00:00,2025-03-11 09:35:00,31.41,247.89
1666,4,157,161,2025-03-11 09:00:00,2025-03-11 10:41:00,35.02,133.52
1667,13,136,200,2025-03-11 10:00:00,2025-03-11 11:17:00,11.44,149.46
1668,3,92,100,2025-03-11 11:00:00,2025-03-11 11:57:00,29.02,467.53
1669,3,84,153,2025-03-11 12:00:00,2025-03-11 13:34:00,25.71,496.14
1670,14,3,66,2025-03-11 13:00:00,2025-03-11 13:22:00,18.62,493.59
1671,19,116,55,2025-03-11 14:00:00,2025-03-11 15:47:00,34.22,183.55
1672,16,72,190,2025-03-11 15:00:00,2025-03-11 16:30:00,22.37,73.36
1673,2,180,129,2025-03-11 16:00:00,2025-03-11 16:40:00,23.8,315.51
1674,5,20,54,2025-03-11 17:00:00,2025-03-11 17:40:00,13.37,446.32
1675,5,95,85,2025-03-11 18:00:00,2025-03-11 19:21:00,34.56,375.6
1676,18,31,193,2025-03-11 19:00:00,2025-03-11 19:25:00,5.42,293.95
1677,12,127,54,2025-03-11 20:00:00,2025-03-11 21:09:00,24.89,168.82
1678,13,28,137,2025-03-11 21:00:00,2025-03-11 22:29:00,26.51,54.95
1679,3,16,79,2025-03-11 22:00:00,2025-03-11 23:40:00,15.7,345.17
1680,19,48,39,2025-03-11 23:00:00,2025-03-12 00:36:00,11.74,370.08
1681,10,24,3,2025-03-12 00:00:00,2025-03-12 00:42:00,18.92,145.61
1682,5,187,4,2025-03-12 01:00:00,2025-03-12 02:10:00,9.23,397.37
1683,12,95,183,2025-03-12 02:00:00,2025-03-12 03:39:00,33.85,229.83
1684,10,137,147,2025-03-12 03:00:00,2025-03-12 03:59:00,28.25,450.8
1685,7,142,47,2025-03-12 04:00:00,2025-03-12 05:28:00,6.67,390.59
1686,18,39,8,2025-03-12 05:00:00,2025-03-12 05:59:00,43.15,93.66
1687,19,167,7,2025-03-12 06:00:00,2025-03-12 06:37:00,35.87,300.2
1688,16,3,1,2025-03-12 07:00:00,2025-03-12 08:08:00,43.98,123.35
1689,13,43,29,2025-03-12 08:00:00,2025-03-12 09:55:00,30.71,304.65
1690,7,52,17,2025-03-12 09:00:00,2025-03-12 09:46:00,42.68,307.09
1691,19,69,44,2025-03-12 10:00:00,2025-03-12 10:49:00,37.13,181.98
1692,17,39,57,2025-03-12 11:00:00,2025-03-12 11:31:00,17.35,320.58
1693,12,198,113,2025-03-12 12:00:00,2025-03-12 13:25:00,35.17,107.01
1694,1,60,92,2025-03-12 13:00:00,2025-03-12 13:49:00,9.86,417.08
1695,7,192,74,2025-03-12 14:00:00,2025-03-12 15:06:00,25.25,411.11
1696,7,182,37,2025-03-12 15:00:00,2025-03-12 16:08:00,41.35,351.4
1697,3,63,104,2025-03-12 16:00:00,2025-03-12 17:11:00,25.98,110.54
1698,20,111,168,2025-03-12 17:00:00,2025-03-12 17:23:00,42.87,347.09
1699,13,115,8,2025-03-12 18:00:00,2025-03-12 19:41:00,20.27,218.87
1700,19,162,161,2025-03-12 19:00:00,2025-03-12 20:22:00,25.97,294.28
1701,1,89,15,2025-03-12 20:00:00,2025-03-12 21:41:00,27.78,238.36
1702,10,109,143,2025-03-12 21:00:00,2025-03-12 21:24:00,43.42,381.22
1703,18,173,128,2025-03-12 22:00:00,2025-03-12 23:42:00,33.31,68.19
1704,11,143,100,2025-03-12 23:00:00,2025-03-13 00:41:00,28.79,123.89
1705,5,117,96,2025-03-13 00:00:00,2025-03-13 01:58:00,7.63,244.42
1706,5,197,124,2025-03-13 01:00:00,2025-03-13 02:27:00,13.92,320.47
1707,19,106,13,2025-03-13 02:00:00,2025-03-13 02:49:00,9.93,59.69
1708,6,82,124,2025-03-13 03:00:00,2025-03-13 04:09:00,25.45,397.29
1709,15,154,11,2025-03-13 04:00:00,2025-03-13 04:39:00,44.63,141.69
1710,11,192,165,2025-03-13 05:00:00,2025-03-13 06:06:00,38.5,83.69
1711,19,165,6,2025-03-13 06:00:00,2025-03-13 07:42:00,24.55,363.32
1712,20,141,144,2025-03-13 07:00:00,2025-03-13 07:59:00,25.58,124.53
1713,3,39,118,2025-03-13 08:00:00,2025-03-13 09:34:00,6.65,80.65
1714,4,188,115,2025-03-13 09:00:00,2025-03-13 10:53:00,38.41,77.25
1715,9,31,78,2025-03-13 10:00:00,2025-03-13 11:32:00,20.27,301.26
1716,19,99,85,2025-03-13 11:00:00,2025-03-13 12:00:00,6.11,282.67
1717,5,84,145,2025-03-13 12:00:00,2025-03-13 13:48:00,41.97,283.75
1718,8,32,81,2025-03-13 13:00:00,2025-03-13 14:58:00,22.6,315.11
1719,11,101,178,2025-03-13 14:00:00,2025-03-13 15:19:00,31.98,367.96
1720,4,76,109,2025-03-13 15:00:00,2025-03-13 16:45:00,26.6,233.41
1721,16,8,27,2025-03-13 16:00:00,2025-03-13 16:25:00,36.59,232.11
1722,15,70,149,2025-03-13 17:00:00,2025-03-13 18:28:00,43.5,250.75
1723,14,78,170,2025-03-13 18:00:00,2025-03-13 18:56:00,29.84,444.96
1724,4,191,171,2025-03-13 19:00:00,2025-03-13 19:59:00,9.68,401.13
1725,4,175,175,2025-03-13 20:00:00,2025-03-13 21:45:00,28.53,390.2
1726,7,33,31,2025-03-13 21:00:00,2025-03-13 21:56:00,6.27,163.34
1727,3,33,162,2025-03-13 22:00:00,2025-03-13 23:06:00,18.79,72.68
1728,6,29,187,2025-03-13 23:00:00,2025-03-14 00:36:00,7.96,59.77
1729,4,13,180,2025-03-14 00:00:00,2025-03-14 01:37:00,16.43,351.34
1730,4,94,137,2025-03-14 01:00:00,2025-03-14 02:27:00,40.95,495.61
1731,8,75,28,2025-03-14 02:00:00,2025-03-14 03:05:00,13.47,385.61
1732,19,56,94,2025-03-14 03:00:00,2025-03-14 04:00:00,36.3,205.91
1733,3,74,68,2025-03-14 04:00:00,2025-03-14 04:55:00,20.86,80.28
1734,17,50,38,2025-03-14 05:00:00,2025-03-14 06:16:00,19.77,264.26
1735,8,20,57,2025-03-14 06:00:00,2025-03-14 06:50:00,38.78,338.4
1736,11,152,77,2025-03-14 07:00:00,2025-03-14 08:02:00,21.51,256.3
1737,14,31,3,2025-03-14 08:00:00,2025-03-14 09:41:00,44.3,414.83
1738,17,189,29,2025-03-14 09:00:00,2025-03-14 10:51:00,12.95,135.56
1739,6,181,116,2025-03-14 10:00:00,2025-03-14 11:27:00,40.18,449.31
1740,9,14,137,2025-03-14 11:00:00,2025-03-14 11:46:00,15.84,357.36
1741,12,32,159,2025-03-14 12:00:00,2025-03-14 12:31:00,27.21,489.53
1742,2,187,91,2025-03-14 13:00:00,2025-03-14 14:02:00,9.79,187.63
1743,7,145,31,2025-03-14 14:00:00,2025-03-14 15:35:00,6.87,402.41
1744,6,19,49,2025-03-14 15:00:00,2025-03-14 15:39:00,19.91,198.9
1745,9,130,102,2025-03-14 16:00:00,2025-03-14 17:45:00,12.17,285.33
1746,11,16,41,2025-03-14 17:00:00,2025-03-14 17:23:00,24.53,179.24
1747,8,161,1,2025-03-14 18:00:00,2025-03-14 19:12:00,14.72,96.47
1748,5,79,108,2025-03-14 19:00:00,2025-03-14 19:41:00,6.55,105.31
1749,19,74,145,2025-03-14 20:00:00,2025-03-14 21:50:00,33.73,214.79
1750,16,7,17,2025-03-14 21:00:00,2025-03-14 22:53:00,18.35,56.75
1751,3,112,86,2025-03-14 22:00:00,2025-03-14 23:41:00,11.89,471.42
1752,10,196,198,2025-03-14 23:00:00,2025-03-14 23:33:00,42.92,286.15
1753,1,71,107,2025-03-15 00:00:00,2025-03-15 01:22:00,24.54,221.03
1754,18,119,143,2025-03-15 01:00:00,2025-03-15 02:25:00,27.52,473.4
1755,5,86,109,2025-03-15 02:00:00,2025-03-15 02:41:00,43.49,380.17
1756,20,180,122,2025-03-15 03:00:00,2025-03-15 04:35:00,9.73,190.26
1757,1,75,8,2025-03-15 04:00:00,2025-03-15 05:44:00,12.29,317.31
1758,14,187,30,2025-03-15 05:00:00,2025-03-15 06:33:00,33.41,299.87
1759,19,92,168,2025-03-15 06:00:00,2025-03-15 06:31:00,27.43,234.18
1760,6,155,177,2025-03-15 07:00:00,2025-03-15 07:27:00,21.61,52.6
1761,2,27,168,2025-03-15 08:00:00,2025-03-15 08:48:00,9.49,437.62
1762,3,69,144,2025-03-15 09:00:00,2025-03-15 09:35:00,28.36,300.66
1763,2,60,99,2025-03-15 10:00:00,2025-03-15 11:51:00,22.66,100.52
1764,14,158,53,2025-03-15 11:00:00,2025-03-15 11:41:00,31.84,153.75
1765,3,177,71,2025-03-15 12:00:00,2025-03-15 12:45:00,17.02,199.9
1766,15,93,104,2025-03-15 13:00:00,2025-03-15 14:48:00,21.1,195.83
1767,11,62,170,2025-03-15 14:00:00,2025-03-15 15:33:00,17.32,161.94
1768,10,189,139,2025-03-15 15:00:00,2025-03-15 16:33:00,13.04,50.44
1769,8,144,80,2025-03-15 16:00:00,2025-03-15 16:53:00,25.32,76.55
1770,13,111,80,2025-03-15 17:00:00,2025-03-15 18:36:00,38.17,306.38
1771,5,92,115,2025-03-15 18:00:00,2025-03-15 18:21:00,6.38,297.19
1772,7,169,148,2025-03-15 19:00:00,2025-03-15 20:52:00,24.42,369.8
1773,18,161,43,2025-03-15 20:00:00,2025-03-15 20:56:00,35.08,321.47
1774,6,174,174,2025-03-15 21:00:00,2025-03-15 22:52:00,30.36,134.65
1775,14,114,93,2025-03-15 22:00:00,2025-03-15 22:55:00,44.72,293.25
1776,14,143,68,2025-03-15 23:00:00,2025-03-16 00:03:00,7.29,392.63
1777,9,69,106,2025-03-16 00:00:00,2025-03-16 01:27:00,11.47,58.06
1778,19,90,47,2025-03-16 01:00:00,2025-03-16 01:48:00,17.79,307.92
1779,10,13,174,2025-03-16 02:00:00,2025-03-16 02:29:00,5.25,357.37
1780,2,173,28,2025-03-16 03:00:00,2025-03-16 03:55:00,25.78,80.34
1781,9,106,174,2025-03-16 04:00:00,2025-03-16 04:26:00,30.63,191.63
1782,8,60,74,2025-03-16 05:00:00,2025-03-16 05:35:00,21.75,130.27
1783,13,171,26,2025-03-16 06:00:00,2025-03-16 07:47:00,21.69,307.58
1784,10,192,146,2025-03-16 07:00:00,2025-03-16 08:41:00,40.09,421.36
1785,18,53,59,2025-03-16 08:00:00,2025-03-16 09:49:00,29.48,427.23
1786,18,142,38,2025-03-16 09:00:00,2025-03-16 09:26:00,15.54,122.9
1787,18,181,69,2025-03-16 10:00:00,2025-03-16 11:41:00,17.79,359.88
1788,9,179,20,2025-03-16 11:00:00,2025-03-16 12:45:00,13.03,334.15
1789,20,121,186,2025-03-16 12:00:00,2025-03-16 13:35:00,15.59,153.84
1790,11,179,133,2025-03-16 13:00:00,2025-03-16 13:45:00,31.81,157.89
1791,14,114,63,2025-03-16 14:00:00,2025-03-16 15:00:00,30.51,318.05
1792,2,198,114,2025-03-16 15:00:00,2025-03-16 15:27:00,15.47,93.64
1793,14,117,106,2025-03-16 16:00:00,2025-03-16 16:47:00,26.59,178.67
1794,2,183,145,2025-03-16 17:00:00,2025-03-16 17:30:00,39.43,349.74
1795,1,84,82,2025-03-16 18:00:00,2025-03-16 19:01:00,15.74,81.9
1796,12,89,129,2025-03-16 19:00:00,2025-03-16 20:36:00,6.0,489.56
1797,7,122,177,2025-03-16 20:00:00,2025-03-16 21:23:00,16.04,380.73
1798,3,176,32,2025-03-16 21:00:00,2025-03-16 22:50:00,42.63,319.43
1799,15,88,42,2025-03-16 22:00:00,2025-03-16 23:34:00,5.82,294.12
1800,7,174,160,2025-03-16 23:00:00,2025-03-16 23:57:00,9.86,335.69
1801,5,63,69,2025-03-17 00:00:00,2025-03-17 01:56:00,11.95,405.43
1802,18,11,102,2025-03-17 01:00:00,2025-03-17 01:25:00,33.25,106.96
1803,17,95,157,2025-03-17 02:00:00,2025-03-17 03:17:00,44.15,280.52
1804,13,97,147,2025-03-17 03:00:00,2025-03-17 04:17:00,28.53,78.51
1805,16,105,96,2025-03-17 04:00:00,2025-03-17 05:33:00,8.54,377.69
1806,8,55,128,2025-03-17 05:00:00,2025-03-17 06:50:00,23.32,313.91
1807,17,95,145,2025-03-17 06:00:00,2025-03-17 07:03:00,36.32,345.22
1808,17,135,71,2025-03-17 07:00:00,2025-03-17 07:58:00,12.16,474.64
1809,1,154,117,2025-03-17 08:00:00,2025-03-17 09:48:00,16.83,252.07
1810,7,6,111,2025-03-17 09:00:00,2025-03-17 09:24:00,31.7,193.78
1811,10,184,35,2025-03-17 10:00:00,2025-03-17 11:34:00,17.71,221.09
1812,16,48,169,2025-03-17 11:00:00,2025-03-17 12:54:00,34.15,457.79
1813,5,156,90,2025-03-17 12:00:00,2025-03-17 13:49:00,36.81,309.29
1814,7,90,103,2025-03-17 13:00:00,2025-03-17 14:13:00,38.23,491.46
1815,11,162,184,2025-03-17 14:00:00,2025-03-17 15:07:00,27.05,479.76
1816,16,145,24,2025-03-17 15:00:00,2025-03-17 15:52:00,20.15,319.17
1817,7,145,87,2025-03-17 16:00:00,2025-03-17 16:47:00,29.74,213.71
1818,7,80,87,2025-03-17 17:00:00,2025-03-17 18:49:00,12.45,456.22
1819,17,163,64,2025-03-17 18:00:00,2025-03-17 18:47:00,13.18,250.99
1820,8,188,176,2025-03-17 19:00:00,2025-03-17 19:22:00,37.75,372.48
1821,6,70,33,2025-03-17 20:00:00,2025-03-17 21:22:00,37.69,262.57
1822,19,73,120,2025-03-17 21:00:00,2025-03-17 22:21:00,21.27,90.52
1823,3,145,46,2025-03-17 22:00:00,2025-03-17 22:34:00,23.7,458.26
1824,14,52,86,2025-03-17 23:00:00,2025-03-18 00:25:00,22.19,83.59
1825,15,93,124,2025-03-18 00:00:00,2025-03-18 00:21:00,23.1,278.2
1826,1,134,139,2025-03-18 01:00:00,2025-03-18 01:28:00,14.11,332.58
1827,20,1,75,2025-03-18 02:00:00,2025-03-18 03:16:00,13.73,480.37
